5476,101544,371518.1,0,371518.1,371518.1,0,0,0,0,0,0,0,0,0,0,4758463.9,25-10-2019,25-10-2019,0,0,0,0
5477,101544,430660.9,0,430660.9,430660.9,0,0,0,0,0,0,0,0,0,0,2831064.1,25-11-2019,25-11-2019,0,0,0,0
5478,101544,401089.5,0,401089.5,401089.5,0,0,0,0,0,0,0,0,0,0,5452390.5,25-12-2019,25-12-2019,0,0,0,0
5479,101544,401089.5,0,401089.5,401089.5,0,0,0,0,0,0,0,0,0,0,2644763.5,25-1-2020,25-1-2020,0,0,0,0
5480,101544,401089.5,0,401089.5,401089.5,0,0,0,0,0,0,0,0,0,0,2644763.5,25-2-2020,25-2-2020,0,0,0,0
5481,101544,401089.5,0,401089.5,401089.5,0,0,0,0,0,0,0,0,0,0,2644763.5,25-3-2020,25-3-2020,0,0,0,0
5482,101544,401089.5,0,401089.5,401089.5,0,0,0,0,0,0,0,0,0,0,2644763.5,25-4-2020,25-4-2020,0,0,0,0
5483,101544,401089.5,0,401089.5,401089.5,0,0,0,0,0,0,0,0,0,0,2644763.5,25-5-2020,25-5-2020,0,0,0,0
10264,102906,750000,0,75000,75000,0,0,0,0,0,0,0,0,0,0,621500,25-8-2020,25-8-2020,0,0,0,0
8114,102281,2000000,0,200000,200000,0,0,0,0,0,0,0,136657,0,0,1377900,25-7-2016,25-7-2016,0,0,0,0
8115,102281,2000000,0,200000,200000,0,0,0,0,0,0,0,136657,0,0,1377900,25-8-2016,25-8-2016,0,0,0,0
8116,102281,2000000,0,200000,200000,0,0,0,0,0,0,0,136657,0,0,1377900,25-9-2016,25-9-2016,0,0,0,0
8117,102281,2000000,0,200000,200000,0,0,0,0,0,0,0,136657,0,0,1377900,25-10-2016,25-10-2016,0,0,0,0
8118,102281,2000000,0,200000,200000,0,0,0,0,0,0,0,136657,0,0,1377900,25-11-2016,25-11-2016,0,0,0,0
8119,102281,3002739.726,0,200000,200000,0,0,0,0,0,0,0,136657,0,0,2079817.726,25-12-2016,25-12-2016,0,0,0,0
